,cleaned_label,description,domain,id,range,superproperty
523,continental tournament bronze,,['http://dbpedia.org/ontology/Person'],http://dbpedia.org/ontology/continentalTournamentBronze,['http://www.w3.org/2001/XMLSchema#nonNegativeInteger'],
524,continental tournament gold,,['http://dbpedia.org/ontology/Person'],http://dbpedia.org/ontology/continentalTournamentGold,['http://www.w3.org/2001/XMLSchema#nonNegativeInteger'],
525,continental tournament silver,,['http://dbpedia.org/ontology/Person'],http://dbpedia.org/ontology/continentalTournamentSilver,['http://www.w3.org/2001/XMLSchema#nonNegativeInteger'],
526,contract award,,['http://dbpedia.org/ontology/SpaceShuttle'],http://dbpedia.org/ontology/contractAward,['http://www.w3.org/2001/XMLSchema#date'],
527,contractor,,['http://dbpedia.org/ontology/Skyscraper'],http://dbpedia.org/ontology/contractor,['http://dbpedia.org/ontology/Company'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith']
528,conviction date,,['http://dbpedia.org/ontology/Person'],http://dbpedia.org/ontology/convictionDate,['http://www.w3.org/2001/XMLSchema#date'],
529,conviction penalty,,['http://dbpedia.org/ontology/Criminal'],http://dbpedia.org/ontology/convictionPenalty,,
530,cooling system,,['http://dbpedia.org/ontology/AutomobileEngine'],http://dbpedia.org/ontology/coolingSystem,,['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith']
531,copilote,,['http://dbpedia.org/ontology/Person'],http://dbpedia.org/ontology/copilote,['http://dbpedia.org/ontology/Person'],
532,coronation date,,['http://dbpedia.org/ontology/Royalty'],http://dbpedia.org/ontology/coronationDate,['http://www.w3.org/2001/XMLSchema#date'],
533,cospar id,Described at http://en.wikipedia.org/wiki/International_Designator,,http://dbpedia.org/ontology/cosparId,['http://www.w3.org/2001/XMLSchema#string'],['http://dbpedia.org/ontology/code']
534,cost,"Cost of building an ArchitecturalStructure, Ship, etc",,http://dbpedia.org/ontology/cost,['http://www.w3.org/2001/XMLSchema#double'],
535,costume designer,the person who is responsible for the film costume design,['http://dbpedia.org/ontology/Film'],http://dbpedia.org/ontology/costumeDesigner,['http://dbpedia.org/ontology/Person'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith']
536,council,,['http://dbpedia.org/ontology/LiechtensteinSettlement'],http://dbpedia.org/ontology/council,['http://www.w3.org/2001/XMLSchema#string'],
537,council area,,['http://dbpedia.org/ontology/PopulatedPlace'],http://dbpedia.org/ontology/councilArea,['http://dbpedia.org/ontology/PopulatedPlace'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isPartOf']
538,country,The country where the thing is located.,,http://dbpedia.org/ontology/country,['http://dbpedia.org/ontology/Country'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasLocation']
539,country code,Country code for telephone numbers.,['http://dbpedia.org/ontology/Place'],http://dbpedia.org/ontology/countryCode,['http://www.w3.org/2001/XMLSchema#string'],
540,country origin,,['http://dbpedia.org/ontology/Rocket'],http://dbpedia.org/ontology/countryOrigin,['http://dbpedia.org/ontology/Country'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith']
541,country rank,Place of the building in the list of the highest buildings in the country,['http://dbpedia.org/ontology/Skyscraper'],http://dbpedia.org/ontology/countryRank,['http://www.w3.org/2001/XMLSchema#nonNegativeInteger'],
542,country with first astronaut,,['http://dbpedia.org/ontology/YearInSpaceflight'],http://dbpedia.org/ontology/countryWithFirstAstronaut,['http://dbpedia.org/ontology/Country'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasParticipant']
543,country with first satellite,,['http://dbpedia.org/ontology/YearInSpaceflight'],http://dbpedia.org/ontology/countryWithFirstSatellite,['http://dbpedia.org/ontology/Country'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasParticipant']
544,country with first satellite launched,,['http://dbpedia.org/ontology/YearInSpaceflight'],http://dbpedia.org/ontology/countryWithFirstSatelliteLaunched,['http://dbpedia.org/ontology/Country'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasParticipant']
545,country with first spaceflight,,['http://dbpedia.org/ontology/YearInSpaceflight'],http://dbpedia.org/ontology/countryWithFirstSpaceflight,['http://dbpedia.org/ontology/Country'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasParticipant']
546,county,The county where the thing is located.,,http://dbpedia.org/ontology/county,['http://dbpedia.org/ontology/PopulatedPlace'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasLocation']
547,county seat,,['http://dbpedia.org/ontology/PopulatedPlace'],http://dbpedia.org/ontology/countySeat,,['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasLocation']
548,course,,['http://dbpedia.org/ontology/GrandPrix'],http://dbpedia.org/ontology/course,['http://www.w3.org/2001/XMLSchema#double'],
549,course area,The area of courses in square meters.,,http://dbpedia.org/ontology/courseArea,['http://www.w3.org/2001/XMLSchema#double'],
550,cousurper,,['http://dbpedia.org/ontology/Person'],http://dbpedia.org/ontology/cousurper,['http://dbpedia.org/ontology/Person'],
551,cover artist,Cover artist,['http://dbpedia.org/ontology/Work'],http://dbpedia.org/ontology/coverArtist,['http://dbpedia.org/ontology/Person'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith']
552,cpu,CPU of an InformationAppliance or VideoGame (which unfortunately is currently under Software),,http://dbpedia.org/ontology/cpu,,['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith']
553,created,,['http://dbpedia.org/ontology/Person'],http://dbpedia.org/ontology/created,['http://dbpedia.org/ontology/Work'],
554,creation christian bishop,,['http://dbpedia.org/ontology/Bishop'],http://dbpedia.org/ontology/creationChristianBishop,['http://www.w3.org/2001/XMLSchema#string'],
555,creation year,,,http://dbpedia.org/ontology/creationYear,['http://www.w3.org/2001/XMLSchema#gYear'],
556,creative director,,['http://dbpedia.org/ontology/TelevisionShow'],http://dbpedia.org/ontology/creativeDirector,['http://dbpedia.org/ontology/Person'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith']
557,creator,Creator/author of a work. For literal (string) use dc:creator; for object (URL) use creator,,http://dbpedia.org/ontology/creator,['http://dbpedia.org/ontology/Agent'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith']
558,creator of dish,The person that creates (invents) the food (eg. Caesar Cardini is the creator of the Caesar salad).,['http://dbpedia.org/ontology/Food'],http://dbpedia.org/ontology/creatorOfDish,['http://dbpedia.org/ontology/Person'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith']
559,credit,,['http://dbpedia.org/ontology/Openswarm'],http://dbpedia.org/ontology/credit,['http://www.w3.org/2001/XMLSchema#string'],
560,crest,,,http://dbpedia.org/ontology/crest,,
561,crew,,['http://dbpedia.org/ontology/Spacecraft'],http://dbpedia.org/ontology/crew,['http://dbpedia.org/ontology/SpaceMission'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith']
562,crew member,,['http://dbpedia.org/ontology/SpaceMission'],http://dbpedia.org/ontology/crewMember,['http://dbpedia.org/ontology/Astronaut'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasParticipant']
563,crew size,,['http://dbpedia.org/ontology/SpaceMission'],http://dbpedia.org/ontology/crewSize,['http://www.w3.org/2001/XMLSchema#nonNegativeInteger'],
564,crews,,['http://dbpedia.org/ontology/SpaceShuttle'],http://dbpedia.org/ontology/crews,['http://www.w3.org/2001/XMLSchema#nonNegativeInteger'],
565,criminal charge,,['http://dbpedia.org/ontology/Criminal'],http://dbpedia.org/ontology/criminalCharge,['http://www.w3.org/2001/XMLSchema#string'],
566,criteria,,,http://dbpedia.org/ontology/criteria,['http://www.w3.org/2001/XMLSchema#string'],
567,crosses,,['http://dbpedia.org/ontology/Bridge'],http://dbpedia.org/ontology/crosses,['http://dbpedia.org/ontology/River'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasLocation']
568,crown dependency,,['http://dbpedia.org/ontology/City'],http://dbpedia.org/ontology/crownDependency,['http://www.w3.org/2001/XMLSchema#string'],
569,cuisine,National cuisine of a Food or Restaurant,,http://dbpedia.org/ontology/cuisine,['http://www.w3.org/2001/XMLSchema#string'],
570,cultivated variety,Name of the cultivar (cultivated variety),['http://dbpedia.org/ontology/Plant'],http://dbpedia.org/ontology/cultivatedVariety,['http://dbpedia.org/ontology/CultivatedVariety'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isSpecializedBy']
571,curator,,['http://dbpedia.org/ontology/Museum'],http://dbpedia.org/ontology/curator,['http://dbpedia.org/ontology/Person'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith']
572,currency,,,http://dbpedia.org/ontology/currency,['http://dbpedia.org/ontology/Currency'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#sameSettingAs']
573,currency code,ISO 4217 currency designators.,['http://dbpedia.org/ontology/Place'],http://dbpedia.org/ontology/currencyCode,['http://www.w3.org/2001/XMLSchema#string'],
574,current city,,,http://dbpedia.org/ontology/currentCity,['http://dbpedia.org/ontology/City'],
575,current league,,['http://dbpedia.org/ontology/Athlete'],http://dbpedia.org/ontology/currentLeague,['http://dbpedia.org/ontology/SportsLeague'],
576,current member,,['http://dbpedia.org/ontology/SportsTeam'],http://dbpedia.org/ontology/currentMember,['http://dbpedia.org/ontology/Person'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasMember']
577,current partner,,['http://dbpedia.org/ontology/FigureSkater'],http://dbpedia.org/ontology/currentPartner,['http://dbpedia.org/ontology/Person'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith']
578,current production,The current production running in the theatre.,['http://dbpedia.org/ontology/Theatre'],http://dbpedia.org/ontology/currentProduction,,['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith']
579,current rank,,['http://dbpedia.org/ontology/SnookerPlayer'],http://dbpedia.org/ontology/currentRank,['http://www.w3.org/2001/XMLSchema#integer'],
580,current record,,['http://dbpedia.org/ontology/CollegeCoach'],http://dbpedia.org/ontology/currentRecord,['http://www.w3.org/2001/XMLSchema#string'],
581,current season,,['http://dbpedia.org/ontology/SportsLeague'],http://dbpedia.org/ontology/currentSeason,['http://www.w3.org/2001/XMLSchema#string'],
582,current status,,,http://dbpedia.org/ontology/currentStatus,['http://www.w3.org/2001/XMLSchema#string'],
583,current team,,['http://dbpedia.org/ontology/Athlete'],http://dbpedia.org/ontology/currentTeam,['http://dbpedia.org/ontology/SportsTeam'],
584,current team manager,,['http://dbpedia.org/ontology/Person'],http://dbpedia.org/ontology/currentTeamManager,['http://dbpedia.org/ontology/SportsTeam'],
585,current team member,A current member of an athletic team.,['http://dbpedia.org/ontology/SportsTeam'],http://dbpedia.org/ontology/currentTeamMember,['http://dbpedia.org/ontology/TeamMember'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasMember']
586,current world champion,,['http://dbpedia.org/ontology/Sport'],http://dbpedia.org/ontology/currentWorldChampion,['http://dbpedia.org/ontology/Agent'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasParticipant']
587,currently used for,"Current use of the architectural structure, if it is currently being used as anything other than its original purpose.",['http://dbpedia.org/ontology/ArchitecturalStructure'],http://dbpedia.org/ontology/currentlyUsedFor,['http://www.w3.org/2001/XMLSchema#string'],
588,custodian,,['http://dbpedia.org/ontology/EducationalInstitution'],http://dbpedia.org/ontology/custodian,['http://dbpedia.org/ontology/Person'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith']
